#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.465430E+01   0.593228E+04   0.590078E+04   0.975558E-05  -0.896183E-05   0.453430E+00   0.589954E+04   0.592708E+04   0.589954E+04  -0.135622E-03   0.291647E+04   0.291582E+04   0.469162E-04
   0.470108E+01   0.582887E+04   0.579790E+04   0.939567E-05  -0.863124E-05   0.436733E+00   0.579670E+04   0.582376E+04   0.579670E+04  -0.133258E-03   0.286563E+04   0.286498E+04   0.460227E-04
   0.474833E+01   0.572722E+04   0.569679E+04   0.904898E-05  -0.831281E-05   0.420650E+00   0.569561E+04   0.572220E+04   0.569561E+04  -0.130934E-03   0.281566E+04   0.281502E+04   0.451507E-04
   0.479605E+01   0.562732E+04   0.559741E+04   0.871504E-05  -0.800607E-05   0.405158E+00   0.559626E+04   0.562239E+04   0.559626E+04  -0.128650E-03   0.276654E+04   0.276591E+04   0.443005E-04
   0.484425E+01   0.552913E+04   0.549973E+04   0.839337E-05  -0.771061E-05   0.390228E+00   0.549861E+04   0.552428E+04   0.549861E+04  -0.126406E-03   0.271827E+04   0.271764E+04   0.434687E-04
   0.489294E+01   0.543264E+04   0.540374E+04   0.808356E-05  -0.742605E-05   0.375851E+00   0.540265E+04   0.542787E+04   0.540265E+04  -0.124199E-03   0.267083E+04   0.267021E+04   0.426572E-04
   0.494211E+01   0.533779E+04   0.530938E+04   0.778512E-05  -0.715192E-05   0.362001E+00   0.530832E+04   0.533310E+04   0.530832E+04  -0.122031E-03   0.262420E+04   0.262358E+04   0.418648E-04
   0.499178E+01   0.524457E+04   0.521665E+04   0.749766E-05  -0.688788E-05   0.348655E+00   0.521562E+04   0.523997E+04   0.521562E+04  -0.119900E-03   0.257837E+04   0.257776E+04   0.410908E-04
   0.504195E+01   0.515296E+04   0.512551E+04   0.722077E-05  -0.663356E-05   0.335804E+00   0.512451E+04   0.514843E+04   0.512451E+04  -0.117805E-03   0.253333E+04   0.253272E+04   0.403346E-04
   0.509262E+01   0.506293E+04   0.503595E+04   0.695410E-05  -0.638861E-05   0.323423E+00   0.503497E+04   0.505848E+04   0.503497E+04  -0.115747E-03   0.248907E+04   0.248847E+04   0.395976E-04
   0.514380E+01   0.497444E+04   0.494791E+04   0.669722E-05  -0.615266E-05   0.311497E+00   0.494697E+04   0.497006E+04   0.494697E+04  -0.113724E-03   0.244556E+04   0.244496E+04   0.388760E-04
   0.519550E+01   0.488747E+04   0.486140E+04   0.644980E-05  -0.592539E-05   0.300009E+00   0.486048E+04   0.488316E+04   0.486048E+04  -0.111736E-03   0.240281E+04   0.240221E+04   0.381721E-04
   0.524772E+01   0.480199E+04   0.477636E+04   0.621148E-05  -0.570649E-05   0.288939E+00   0.477547E+04   0.479776E+04   0.477547E+04  -0.109781E-03   0.236078E+04   0.236020E+04   0.374834E-04
   0.530045E+01   0.471799E+04   0.469280E+04   0.598196E-05  -0.549566E-05   0.278279E+00   0.469193E+04   0.471384E+04   0.469193E+04  -0.107861E-03   0.231949E+04   0.231890E+04   0.368114E-04
   0.535373E+01   0.463543E+04   0.461067E+04   0.576086E-05  -0.529257E-05   0.268010E+00   0.460982E+04   0.463134E+04   0.460982E+04  -0.105973E-03   0.227890E+04   0.227832E+04   0.361549E-04
   0.540753E+01   0.455429E+04   0.452995E+04   0.554791E-05  -0.509696E-05   0.258121E+00   0.452913E+04   0.455027E+04   0.452913E+04  -0.104118E-03   0.223901E+04   0.223843E+04   0.355137E-04
   0.546188E+01   0.447454E+04   0.445062E+04   0.534280E-05  -0.490856E-05   0.248590E+00   0.444982E+04   0.447059E+04   0.444982E+04  -0.102295E-03   0.219980E+04   0.219923E+04   0.348867E-04
   0.551677E+01   0.439618E+04   0.437266E+04   0.514526E-05  -0.472711E-05   0.239413E+00   0.437189E+04   0.439230E+04   0.437189E+04  -0.100504E-03   0.216128E+04   0.216071E+04   0.342748E-04
   0.557222E+01   0.431916E+04   0.429604E+04   0.495499E-05  -0.455234E-05   0.230574E+00   0.429530E+04   0.431535E+04   0.429530E+04  -0.987429E-04   0.212341E+04   0.212285E+04   0.336758E-04
   0.562822E+01   0.424347E+04   0.422075E+04   0.477173E-05  -0.438400E-05   0.222057E+00   0.422002E+04   0.423972E+04   0.422002E+04  -0.970125E-04   0.208620E+04   0.208564E+04   0.330906E-04
   0.568478E+01   0.416909E+04   0.414675E+04   0.459523E-05  -0.422187E-05   0.213855E+00   0.414605E+04   0.416541E+04   0.414605E+04  -0.953120E-04   0.204963E+04   0.204908E+04   0.325192E-04
   0.574191E+01   0.409600E+04   0.407404E+04   0.442524E-05  -0.406573E-05   0.205956E+00   0.407336E+04   0.409238E+04   0.407336E+04  -0.936410E-04   0.201370E+04   0.201315E+04   0.319607E-04
   0.579962E+01   0.402416E+04   0.400257E+04   0.426151E-05  -0.391533E-05   0.198347E+00   0.400192E+04   0.402060E+04   0.400192E+04  -0.919986E-04   0.197838E+04   0.197783E+04   0.314140E-04
   0.585791E+01   0.395357E+04   0.393235E+04   0.410382E-05  -0.377048E-05   0.191017E+00   0.393171E+04   0.395007E+04   0.393171E+04  -0.903846E-04   0.194367E+04   0.194313E+04   0.308801E-04
   0.591678E+01   0.388419E+04   0.386332E+04   0.395193E-05  -0.363096E-05   0.183956E+00   0.386271E+04   0.388074E+04   0.386271E+04  -0.887984E-04   0.190956E+04   0.190902E+04   0.303584E-04
   0.597624E+01   0.381601E+04   0.379551E+04   0.380567E-05  -0.349661E-05   0.177157E+00   0.379491E+04   0.381263E+04   0.379491E+04  -0.872398E-04   0.187605E+04   0.187551E+04   0.298478E-04
   0.603631E+01   0.374901E+04   0.372885E+04   0.366478E-05  -0.336719E-05   0.170608E+00   0.372828E+04   0.374568E+04   0.372828E+04  -0.857080E-04   0.184310E+04   0.184257E+04   0.293486E-04
   0.609698E+01   0.368317E+04   0.366335E+04   0.352910E-05  -0.324255E-05   0.164300E+00   0.366280E+04   0.367989E+04   0.366280E+04  -0.842026E-04   0.181073E+04   0.181021E+04   0.288608E-04
   0.615825E+01   0.361846E+04   0.359897E+04   0.339841E-05  -0.312251E-05   0.158224E+00   0.359844E+04   0.361524E+04   0.359844E+04  -0.827233E-04   0.177892E+04   0.177840E+04   0.283839E-04
   0.622015E+01   0.355487E+04   0.353572E+04   0.327256E-05  -0.300690E-05   0.152371E+00   0.353521E+04   0.355171E+04   0.353521E+04  -0.812696E-04   0.174766E+04   0.174714E+04   0.279173E-04
   0.628265E+01   0.349239E+04   0.347356E+04   0.315136E-05  -0.289556E-05   0.146735E+00   0.347307E+04   0.348929E+04   0.347307E+04  -0.798412E-04   0.171694E+04   0.171643E+04   0.274604E-04
   0.634580E+01   0.343099E+04   0.341248E+04   0.303462E-05  -0.278833E-05   0.141306E+00   0.341201E+04   0.342794E+04   0.341201E+04  -0.784374E-04   0.168676E+04   0.168624E+04   0.270143E-04
   0.640958E+01   0.337066E+04   0.335246E+04   0.292220E-05  -0.268505E-05   0.136076E+00   0.335201E+04   0.336765E+04   0.335201E+04  -0.770580E-04   0.165709E+04   0.165658E+04   0.265773E-04
   0.647399E+01   0.331136E+04   0.329347E+04   0.281392E-05  -0.258559E-05   0.131042E+00   0.329304E+04   0.330841E+04   0.329304E+04  -0.757024E-04   0.162794E+04   0.162744E+04   0.261502E-04
   0.653905E+01   0.325310E+04   0.323551E+04   0.270965E-05  -0.248981E-05   0.126191E+00   0.323510E+04   0.325020E+04   0.323510E+04  -0.743705E-04   0.159930E+04   0.159880E+04   0.257327E-04
   0.660477E+01   0.319585E+04   0.317855E+04   0.260923E-05  -0.239755E-05   0.121520E+00   0.317816E+04   0.319299E+04   0.317816E+04  -0.730614E-04   0.157115E+04   0.157065E+04   0.253236E-04
   0.667116E+01   0.313958E+04   0.312258E+04   0.251251E-05  -0.230870E-05   0.117022E+00   0.312220E+04   0.313678E+04   0.312220E+04  -0.717751E-04   0.154349E+04   0.154299E+04   0.249235E-04
   0.673820E+01   0.308429E+04   0.306758E+04   0.241936E-05  -0.222314E-05   0.112688E+00   0.306722E+04   0.308153E+04   0.306722E+04  -0.705111E-04   0.151631E+04   0.151581E+04   0.245319E-04
   0.680592E+01   0.302997E+04   0.301354E+04   0.232967E-05  -0.214074E-05   0.108515E+00   0.301319E+04   0.302726E+04   0.301319E+04  -0.692691E-04   0.148960E+04   0.148911E+04   0.241485E-04
   0.687432E+01   0.297658E+04   0.296043E+04   0.224328E-05  -0.206138E-05   0.104495E+00   0.296010E+04   0.297392E+04   0.296010E+04  -0.680486E-04   0.146335E+04   0.146286E+04   0.237737E-04
   0.694341E+01   0.292413E+04   0.290824E+04   0.216009E-05  -0.198496E-05   0.100624E+00   0.290793E+04   0.292151E+04   0.290793E+04  -0.668493E-04   0.143756E+04   0.143708E+04   0.234064E-04
   0.701319E+01   0.287258E+04   0.285696E+04   0.207997E-05  -0.191136E-05   0.968965E-01   0.285667E+04   0.287000E+04   0.285667E+04  -0.656708E-04   0.141222E+04   0.141174E+04   0.230472E-04
   0.708367E+01   0.282193E+04   0.280658E+04   0.200282E-05  -0.184048E-05   0.933060E-01   0.280630E+04   0.281940E+04   0.280630E+04  -0.645130E-04   0.138732E+04   0.138684E+04   0.226955E-04
   0.715487E+01   0.277217E+04   0.275707E+04   0.192852E-05  -0.177222E-05   0.898478E-01   0.275680E+04   0.276967E+04   0.275680E+04  -0.633751E-04   0.136285E+04   0.136238E+04   0.223511E-04
   0.722678E+01   0.272326E+04   0.270842E+04   0.185696E-05  -0.170649E-05   0.865177E-01   0.270817E+04   0.272081E+04   0.270817E+04  -0.622570E-04   0.133881E+04   0.133833E+04   0.220137E-04
   0.729941E+01   0.267521E+04   0.266061E+04   0.178805E-05  -0.164318E-05   0.833107E-01   0.266038E+04   0.267280E+04   0.266038E+04  -0.611584E-04   0.131519E+04   0.131471E+04   0.216833E-04
   0.737276E+01   0.262799E+04   0.261364E+04   0.172170E-05  -0.158222E-05   0.802219E-01   0.261342E+04   0.262562E+04   0.261342E+04  -0.600790E-04   0.129197E+04   0.129150E+04   0.213602E-04
   0.744686E+01   0.258159E+04   0.256748E+04   0.165779E-05  -0.152351E-05   0.772481E-01   0.256728E+04   0.257926E+04   0.256728E+04  -0.590182E-04   0.126916E+04   0.126869E+04   0.210433E-04
   0.752171E+01   0.253600E+04   0.252213E+04   0.159625E-05  -0.146698E-05   0.743821E-01   0.252194E+04   0.253371E+04   0.252194E+04  -0.579759E-04   0.124675E+04   0.124628E+04   0.207329E-04
   0.759730E+01   0.249121E+04   0.247756E+04   0.153698E-05  -0.141253E-05   0.716243E-01   0.247739E+04   0.248895E+04   0.247739E+04  -0.569518E-04   0.122473E+04   0.122426E+04   0.204290E-04
   0.767365E+01   0.244720E+04   0.243378E+04   0.147992E-05  -0.136010E-05   0.689673E-01   0.243362E+04   0.244498E+04   0.243362E+04  -0.559456E-04   0.120309E+04   0.120263E+04   0.201313E-04
   0.775077E+01   0.240395E+04   0.239076E+04   0.142496E-05  -0.130961E-05   0.664084E-01   0.239061E+04   0.240177E+04   0.239061E+04  -0.549568E-04   0.118183E+04   0.118137E+04   0.198396E-04
   0.782867E+01   0.236145E+04   0.234848E+04   0.137203E-05  -0.126099E-05   0.639446E-01   0.234835E+04   0.235931E+04   0.234835E+04  -0.539853E-04   0.116094E+04   0.116048E+04   0.195539E-04
   0.790735E+01   0.231970E+04   0.230695E+04   0.132107E-05  -0.121417E-05   0.615720E-01   0.230683E+04   0.231760E+04   0.230683E+04  -0.530308E-04   0.114041E+04   0.113995E+04   0.192737E-04
   0.798683E+01   0.227868E+04   0.226613E+04   0.127199E-05  -0.116908E-05   0.592867E-01   0.226603E+04   0.227661E+04   0.226603E+04  -0.520928E-04   0.112024E+04   0.111978E+04   0.189992E-04
   0.806709E+01   0.223837E+04   0.222603E+04   0.122474E-05  -0.112566E-05   0.570858E-01   0.222594E+04   0.223633E+04   0.222594E+04  -0.511713E-04   0.110042E+04   0.109997E+04   0.187305E-04
   0.814817E+01   0.219876E+04   0.218663E+04   0.117923E-05  -0.108385E-05   0.549669E-01   0.218655E+04   0.219676E+04   0.218655E+04  -0.502658E-04   0.108095E+04   0.108050E+04   0.184666E-04
   0.823006E+01   0.215985E+04   0.214792E+04   0.113540E-05  -0.104359E-05   0.529259E-01   0.214785E+04   0.215788E+04   0.214785E+04  -0.493761E-04   0.106182E+04   0.106137E+04   0.182082E-04
   0.831277E+01   0.212161E+04   0.210988E+04   0.109320E-05  -0.100482E-05   0.509605E-01   0.210982E+04   0.211967E+04   0.210982E+04  -0.485019E-04   0.104302E+04   0.104257E+04   0.179549E-04
   0.839631E+01   0.208405E+04   0.207251E+04   0.105257E-05  -0.967486E-06   0.490684E-01   0.207247E+04   0.208214E+04   0.207247E+04  -0.476432E-04   0.102455E+04   0.102411E+04   0.177064E-04
   0.848070E+01   0.204713E+04   0.203579E+04   0.101344E-05  -0.931534E-06   0.472459E-01   0.203576E+04   0.204526E+04   0.203576E+04  -0.467993E-04   0.100641E+04   0.100596E+04   0.174627E-04
   0.856593E+01   0.201087E+04   0.199971E+04   0.975758E-06  -0.896914E-06   0.454912E-01   0.199969E+04   0.200903E+04   0.199969E+04  -0.459702E-04   0.988576E+03   0.988134E+03   0.172238E-04
   0.865202E+01   0.197524E+04   0.196426E+04   0.939474E-06  -0.863577E-06   0.438011E-01   0.196426E+04   0.197343E+04   0.196426E+04  -0.451555E-04   0.971058E+03   0.970618E+03   0.169894E-04
   0.873897E+01   0.194023E+04   0.192944E+04   0.904538E-06  -0.831479E-06   0.421734E-01   0.192944E+04   0.193845E+04   0.192944E+04  -0.443552E-04   0.953848E+03   0.953409E+03   0.167597E-04
   0.882680E+01   0.190583E+04   0.189522E+04   0.870894E-06  -0.800567E-06   0.406061E-01   0.189524E+04   0.190408E+04   0.189524E+04  -0.435688E-04   0.936937E+03   0.936500E+03   0.165342E-04
   0.891551E+01   0.187204E+04   0.186160E+04   0.838498E-06  -0.770801E-06   0.390973E-01   0.186163E+04   0.187032E+04   0.186163E+04  -0.427962E-04   0.920322E+03   0.919886E+03   0.163131E-04
   0.900512E+01   0.183883E+04   0.182857E+04   0.807303E-06  -0.742138E-06   0.376446E-01   0.182860E+04   0.183714E+04   0.182860E+04  -0.420371E-04   0.903998E+03   0.903564E+03   0.160959E-04
   0.909562E+01   0.180621E+04   0.179611E+04   0.777267E-06  -0.714541E-06   0.362447E-01   0.179616E+04   0.180455E+04   0.179616E+04  -0.412913E-04   0.887961E+03   0.887528E+03   0.158831E-04
   0.918703E+01   0.177416E+04   0.176423E+04   0.748343E-06  -0.687965E-06   0.348977E-01   0.176429E+04   0.177252E+04   0.176429E+04  -0.405585E-04   0.872203E+03   0.871772E+03   0.156741E-04
   0.927936E+01   0.174267E+04   0.173290E+04   0.720493E-06  -0.662375E-06   0.336003E-01   0.173297E+04   0.174106E+04   0.173297E+04  -0.398386E-04   0.856722E+03   0.856292E+03   0.154691E-04
   0.937262E+01   0.171174E+04   0.170212E+04   0.693676E-06  -0.637734E-06   0.323508E-01   0.170221E+04   0.171015E+04   0.170221E+04  -0.391313E-04   0.841513E+03   0.841084E+03   0.152680E-04
   0.946681E+01   0.168135E+04   0.167189E+04   0.667857E-06  -0.614010E-06   0.311476E-01   0.167198E+04   0.167979E+04   0.167198E+04  -0.384365E-04   0.826571E+03   0.826143E+03   0.150703E-04
   0.956196E+01   0.165148E+04   0.164218E+04   0.642993E-06  -0.591163E-06   0.299886E-01   0.164228E+04   0.164995E+04   0.164228E+04  -0.377538E-04   0.811889E+03   0.811463E+03   0.148765E-04
   0.965806E+01   0.162214E+04   0.161299E+04   0.619051E-06  -0.569164E-06   0.288732E-01   0.161310E+04   0.162063E+04   0.161310E+04  -0.370830E-04   0.797465E+03   0.797040E+03   0.146861E-04
   0.975513E+01   0.159332E+04   0.158432E+04   0.595999E-06  -0.547982E-06   0.277988E-01   0.158444E+04   0.159183E+04   0.158444E+04  -0.364240E-04   0.783293E+03   0.782869E+03   0.144992E-04
   0.985316E+01   0.156500E+04   0.155615E+04   0.573804E-06  -0.527587E-06   0.267647E-01   0.155628E+04   0.156354E+04   0.155628E+04  -0.357766E-04   0.769372E+03   0.768949E+03   0.143155E-04
   0.995219E+01   0.153718E+04   0.152847E+04   0.552432E-06  -0.507948E-06   0.257690E-01   0.152861E+04   0.153574E+04   0.152861E+04  -0.351405E-04   0.755694E+03   0.755272E+03   0.141352E-04
   0.100522E+02   0.150985E+04   0.150127E+04   0.531853E-06  -0.489038E-06   0.248098E-01   0.150142E+04   0.150843E+04   0.150142E+04  -0.345156E-04   0.742256E+03   0.741835E+03   0.139581E-04
   0.101532E+02   0.148299E+04   0.147456E+04   0.512039E-06  -0.470830E-06   0.238863E-01   0.147472E+04   0.148160E+04   0.147472E+04  -0.339017E-04   0.729054E+03   0.728634E+03   0.137842E-04
   0.102553E+02   0.145661E+04   0.144831E+04   0.492960E-06  -0.453298E-06   0.229969E-01   0.144848E+04   0.145524E+04   0.144848E+04  -0.332986E-04   0.716084E+03   0.715666E+03   0.136134E-04
   0.103583E+02   0.143070E+04   0.142253E+04   0.474592E-06  -0.436419E-06   0.221409E-01   0.142271E+04   0.142935E+04   0.142271E+04  -0.327061E-04   0.703343E+03   0.702926E+03   0.134455E-04
   0.104625E+02   0.140523E+04   0.139720E+04   0.456905E-06  -0.420165E-06   0.213165E-01   0.139739E+04   0.140391E+04   0.139739E+04  -0.321239E-04   0.690825E+03   0.690408E+03   0.132805E-04
   0.105676E+02   0.138022E+04   0.137231E+04   0.439875E-06  -0.404515E-06   0.205230E-01   0.137251E+04   0.137891E+04   0.137251E+04  -0.315520E-04   0.678526E+03   0.678111E+03   0.131186E-04
   0.106738E+02   0.135564E+04   0.134787E+04   0.423477E-06  -0.389446E-06   0.197585E-01   0.134807E+04   0.135436E+04   0.134807E+04  -0.309902E-04   0.666444E+03   0.666029E+03   0.129593E-04
   0.107811E+02   0.133150E+04   0.132385E+04   0.407691E-06  -0.374938E-06   0.190228E-01   0.132406E+04   0.133024E+04   0.132406E+04  -0.304383E-04   0.654576E+03   0.654162E+03   0.128028E-04
   0.108894E+02   0.130778E+04   0.130025E+04   0.392490E-06  -0.360968E-06   0.183141E-01   0.130047E+04   0.130654E+04   0.130047E+04  -0.298960E-04   0.642915E+03   0.642502E+03   0.126488E-04
   0.109989E+02   0.128448E+04   0.127707E+04   0.377854E-06  -0.347518E-06   0.176319E-01   0.127730E+04   0.128326E+04   0.127730E+04  -0.293633E-04   0.631460E+03   0.631048E+03   0.124975E-04
   0.111094E+02   0.126159E+04   0.125430E+04   0.363762E-06  -0.334567E-06   0.169747E-01   0.125453E+04   0.126039E+04   0.125453E+04  -0.288400E-04   0.620206E+03   0.619795E+03   0.123488E-04
   0.112211E+02   0.123911E+04   0.123193E+04   0.350196E-06  -0.322099E-06   0.163425E-01   0.123217E+04   0.123792E+04   0.123217E+04  -0.283259E-04   0.609152E+03   0.608741E+03   0.122026E-04
   0.113338E+02   0.121702E+04   0.120995E+04   0.337133E-06  -0.310093E-06   0.157335E-01   0.121020E+04   0.121585E+04   0.121020E+04  -0.278209E-04   0.598291E+03   0.597881E+03   0.120589E-04
   0.114477E+02   0.119531E+04   0.118836E+04   0.324555E-06  -0.298533E-06   0.151470E-01   0.118862E+04   0.119417E+04   0.118862E+04  -0.273247E-04   0.587621E+03   0.587212E+03   0.119174E-04
   0.115628E+02   0.117399E+04   0.116715E+04   0.312445E-06  -0.287404E-06   0.145824E-01   0.116741E+04   0.117286E+04   0.116741E+04  -0.268372E-04   0.577139E+03   0.576731E+03   0.117784E-04
   0.116790E+02   0.115305E+04   0.114632E+04   0.300787E-06  -0.276689E-06   0.140387E-01   0.114659E+04   0.115194E+04   0.114659E+04  -0.263585E-04   0.566843E+03   0.566435E+03   0.116416E-04
   0.117964E+02   0.113248E+04   0.112585E+04   0.289562E-06  -0.266372E-06   0.135154E-01   0.112613E+04   0.113138E+04   0.112613E+04  -0.258881E-04   0.556728E+03   0.556321E+03   0.115070E-04
   0.119149E+02   0.111227E+04   0.110574E+04   0.278755E-06  -0.256438E-06   0.130114E-01   0.110603E+04   0.111119E+04   0.110603E+04  -0.254260E-04   0.546791E+03   0.546385E+03   0.113746E-04
   0.120347E+02   0.109241E+04   0.108599E+04   0.268349E-06  -0.246874E-06   0.125261E-01   0.108628E+04   0.109135E+04   0.108628E+04  -0.249721E-04   0.537030E+03   0.536624E+03   0.112443E-04
   0.121556E+02   0.107291E+04   0.106658E+04   0.258332E-06  -0.237667E-06   0.120590E-01   0.106688E+04   0.107186E+04   0.106688E+04  -0.245262E-04   0.527441E+03   0.527036E+03   0.111162E-04
   0.122778E+02   0.105375E+04   0.104752E+04   0.248687E-06  -0.228801E-06   0.116091E-01   0.104783E+04   0.105272E+04   0.104783E+04  -0.240881E-04   0.518021E+03   0.517616E+03   0.109901E-04
   0.124012E+02   0.103492E+04   0.102879E+04   0.239400E-06  -0.220265E-06   0.111762E-01   0.102911E+04   0.103391E+04   0.102911E+04  -0.236577E-04   0.508767E+03   0.508363E+03   0.108659E-04
   0.125258E+02   0.101643E+04   0.101040E+04   0.230460E-06  -0.212047E-06   0.107592E-01   0.101072E+04   0.101544E+04   0.101072E+04  -0.232350E-04   0.499676E+03   0.499273E+03   0.107437E-04
   0.126517E+02   0.998270E+03   0.992329E+03   0.221853E-06  -0.204135E-06   0.103578E-01   0.992656E+03   0.997290E+03   0.992656E+03  -0.228198E-04   0.490747E+03   0.490344E+03   0.106234E-04
   0.127789E+02   0.980427E+03   0.974578E+03   0.213566E-06  -0.196518E-06   0.997151E-02   0.974911E+03   0.979462E+03   0.974911E+03  -0.224118E-04   0.481975E+03   0.481572E+03   0.105050E-04
   0.129073E+02   0.962900E+03   0.957140E+03   0.205587E-06  -0.189183E-06   0.959931E-02   0.957480E+03   0.961949E+03   0.957480E+03  -0.220111E-04   0.473358E+03   0.472956E+03   0.103884E-04
   0.130370E+02   0.945682E+03   0.940011E+03   0.197906E-06  -0.182122E-06   0.924097E-02   0.940356E+03   0.944746E+03   0.940356E+03  -0.216175E-04   0.464893E+03   0.464491E+03   0.102736E-04
   0.131680E+02   0.928768E+03   0.923184E+03   0.190511E-06  -0.175324E-06   0.889605E-02   0.923535E+03   0.927847E+03   0.923535E+03  -0.212308E-04   0.456577E+03   0.456176E+03   0.101605E-04
   0.133004E+02   0.912155E+03   0.906656E+03   0.183392E-06  -0.168779E-06   0.856409E-02   0.907014E+03   0.911248E+03   0.907014E+03  -0.208510E-04   0.448410E+03   0.448009E+03   0.100492E-04
   0.134341E+02   0.895834E+03   0.890418E+03   0.176537E-06  -0.162478E-06   0.824421E-02   0.890782E+03   0.894941E+03   0.890782E+03  -0.204779E-04   0.440386E+03   0.439986E+03   0.993953E-05
   0.135691E+02   0.879803E+03   0.874469E+03   0.169938E-06  -0.156411E-06   0.793642E-02   0.874839E+03   0.878923E+03   0.874839E+03  -0.201113E-04   0.432504E+03   0.432104E+03   0.983153E-05
   0.137054E+02   0.864055E+03   0.858802E+03   0.163585E-06  -0.150571E-06   0.764020E-02   0.859177E+03   0.863188E+03   0.859177E+03  -0.197513E-04   0.424762E+03   0.424362E+03   0.972515E-05
   0.138432E+02   0.848587E+03   0.843413E+03   0.157470E-06  -0.144948E-06   0.735476E-02   0.843794E+03   0.847733E+03   0.843794E+03  -0.193977E-04   0.417157E+03   0.416758E+03   0.962028E-05
   0.139823E+02   0.833392E+03   0.828295E+03   0.151582E-06  -0.139534E-06   0.708005E-02   0.828682E+03   0.832551E+03   0.828682E+03  -0.190503E-04   0.409687E+03   0.409288E+03   0.951702E-05
   0.141228E+02   0.818465E+03   0.813445E+03   0.145913E-06  -0.134323E-06   0.681567E-02   0.813838E+03   0.817637E+03   0.813838E+03  -0.187090E-04   0.402348E+03   0.401950E+03   0.941525E-05
   0.142648E+02   0.803803E+03   0.798858E+03   0.140456E-06  -0.129305E-06   0.656112E-02   0.799256E+03   0.802987E+03   0.799256E+03  -0.183738E-04   0.395140E+03   0.394742E+03   0.931491E-05
   0.144081E+02   0.789402E+03   0.784531E+03   0.135202E-06  -0.124475E-06   0.631598E-02   0.784934E+03   0.788599E+03   0.784934E+03  -0.180446E-04   0.388060E+03   0.387662E+03   0.921605E-05
   0.145529E+02   0.775255E+03   0.770456E+03   0.130144E-06  -0.119824E-06   0.607998E-02   0.770865E+03   0.774464E+03   0.770865E+03  -0.177211E-04   0.381105E+03   0.380707E+03   0.911862E-05
   0.146992E+02   0.761360E+03   0.756631E+03   0.125275E-06  -0.115347E-06   0.585276E-02   0.757045E+03   0.760579E+03   0.757045E+03  -0.174034E-04   0.374273E+03   0.373875E+03   0.902261E-05
   0.148469E+02   0.747710E+03   0.743051E+03   0.120587E-06  -0.111036E-06   0.563401E-02   0.743470E+03   0.746941E+03   0.743470E+03  -0.170914E-04   0.367562E+03   0.367165E+03   0.892789E-05
   0.149961E+02   0.734303E+03   0.729713E+03   0.116075E-06  -0.106887E-06   0.542350E-02   0.730137E+03   0.733546E+03   0.730137E+03  -0.167848E-04   0.360971E+03   0.360574E+03   0.883455E-05
   0.151469E+02   0.721133E+03   0.716609E+03   0.111731E-06  -0.102892E-06   0.522078E-02   0.717039E+03   0.720387E+03   0.717039E+03  -0.164837E-04   0.354496E+03   0.354099E+03   0.874255E-05
   0.152991E+02   0.708197E+03   0.703739E+03   0.107548E-06  -0.990459E-07   0.502571E-02   0.704174E+03   0.707461E+03   0.704174E+03  -0.161880E-04   0.348136E+03   0.347739E+03   0.865176E-05
   0.154528E+02   0.695490E+03   0.691097E+03   0.103522E-06  -0.953433E-07   0.483772E-02   0.691537E+03   0.694765E+03   0.691537E+03  -0.158975E-04   0.341889E+03   0.341492E+03   0.856227E-05
   0.156081E+02   0.683010E+03   0.678680E+03   0.996465E-07  -0.917791E-07   0.465685E-02   0.679125E+03   0.682295E+03   0.679125E+03  -0.156121E-04   0.335753E+03   0.335357E+03   0.847401E-05
   0.157650E+02   0.670751E+03   0.666483E+03   0.959153E-07  -0.883476E-07   0.448279E-02   0.666933E+03   0.670046E+03   0.666933E+03  -0.153319E-04   0.329726E+03   0.329330E+03   0.838698E-05
   0.159235E+02   0.658709E+03   0.654503E+03   0.923234E-07  -0.850441E-07   0.431508E-02   0.654957E+03   0.658015E+03   0.654957E+03  -0.150566E-04   0.323806E+03   0.323410E+03   0.830108E-05
   0.160835E+02   0.646881E+03   0.642735E+03   0.888655E-07  -0.818638E-07   0.415368E-02   0.643194E+03   0.646197E+03   0.643194E+03  -0.147861E-04   0.317991E+03   0.317595E+03   0.821638E-05
   0.162451E+02   0.635264E+03   0.631177E+03   0.855370E-07  -0.788025E-07   0.399838E-02   0.631641E+03   0.634590E+03   0.631641E+03  -0.145206E-04   0.312280E+03   0.311884E+03   0.813282E-05
   0.164084E+02   0.623852E+03   0.619824E+03   0.823326E-07  -0.758551E-07   0.384882E-02   0.620292E+03   0.623188E+03   0.620292E+03  -0.142597E-04   0.306669E+03   0.306273E+03   0.805035E-05
   0.165733E+02   0.612644E+03   0.608672E+03   0.792478E-07  -0.730177E-07   0.370479E-02   0.609145E+03   0.611989E+03   0.609145E+03  -0.140034E-04   0.301159E+03   0.300763E+03   0.796899E-05
   0.167399E+02   0.601635E+03   0.597719E+03   0.762783E-07  -0.702862E-07   0.356618E-02   0.598196E+03   0.600989E+03   0.598196E+03  -0.137517E-04   0.295746E+03   0.295350E+03   0.788868E-05
   0.169081E+02   0.590821E+03   0.586960E+03   0.734197E-07  -0.676567E-07   0.343271E-02   0.587442E+03   0.590184E+03   0.587442E+03  -0.135045E-04   0.290430E+03   0.290034E+03   0.780947E-05
